id,label
1,0.046627500632750916
2,0.0716750924768075
3,0.07712953497823377
4,0.06669414549993113
5,0.04737700414513361
6,0.8104114653599163
7,0.046053323862460284
8,0.04770802351089872
9,0.061102090238616555
10,0.04921527235245838
11,0.06590056476639614
12,0.42270737640291584
13,0.07616881874876588
14,0.07174354028748427
15,0.11418162684292382
16,0.8325005564430117
17,0.07697503387750368
18,0.047273951307185515
19,0.046544455577614455
20,0.06874939139383156
21,0.06736092178456436
22,0.28332300440923025
23,0.183729661232908
24,0.04687059837033877
25,0.048861877523983514
26,0.06945740855925878
27,0.21467072076046018
28,0.7710102822886272
29,0.18857035048017162
30,0.04746687667477038
31,0.05020647332853861
32,0.06940186760344541
33,0.05054907509814286
34,0.056428960817221346
35,0.0472964717887114
36,0.06590056476639614
37,0.07100758967991969
38,0.04931178570291343
39,0.048729403236956285
40,0.046990283316126
41,0.14474775190214287
42,0.08075248722100437
43,0.13855886284330998
44,0.054918988389275905
45,0.047156947959842314
46,0.047347117125115384
47,0.046929177200849874
48,0.04871688404622572
49,0.04674923810305983
50,0.059594712522942295
51,0.04673030137804802
52,0.9175122497530767
53,0.8014446095010895
54,0.047296567054386694
55,0.06590056476639614
56,0.04662524360144601
57,0.8296649684716765
58,0.9431892142645237
59,0.1823819889646845
60,0.0771332675871543
61,0.06428861912959405
62,0.06590056476639614
63,0.04820996238127809
64,0.047129164121088606
65,0.06590056476639614
66,0.04706211589199666
67,0.10725543710618646
68,0.8723075566926161
69,0.047397734616739635
70,0.04690039556563717
71,0.047103021966466006
72,0.06590056476639614
73,0.047961470831423096
74,0.06590056476639614
75,0.04943195067500701
76,0.04965416743009399
77,0.0686824203204769
78,0.04673129791394829
79,0.9000640791056395
80,0.06251732181379449
81,0.08363972036678616
82,0.08542188897750747
83,0.049685838502886666
84,0.05245229941610088
85,0.0470731720345003
86,0.06935160722421836
87,0.6524000111864638
88,0.04671000081021311
89,0.04689318253273682
90,0.05091963176267543
91,0.06590056476639614
92,0.047241749591405584
93,0.07001880998169681
94,0.07847492881428084
95,0.04894790432761318
96,0.5034984522020791
97,0.07941836038226122
98,0.05997656375036605
99,0.07315325728086251
100,0.04630636170095346
101,0.9178509442633108
