id,label
1,0.003955475
2,0.047811665
3,0.04814356
4,0.044028074
5,0.0036019513
6,0.7780954
7,0.0032045678
8,0.0026866652
9,0.018329239
10,0.009205746
11,0.04419452
12,0.45513907
13,0.13799272
14,0.053165402
15,0.13098538
16,0.6852166
17,0.063010745
18,0.0073669977
19,0.0026745242
20,0.05401609
21,0.052808307
22,0.19434933
23,0.21635723
24,0.0033637257
25,0.0066195773
26,0.035901822
27,0.09689077
28,0.8377007
29,0.47093597
30,0.0067121647
31,0.01406745
32,0.060175754
33,0.007223097
34,0.04217147
35,0.0031724146
36,0.04419452
37,0.022164289
38,0.008954727
39,0.006105569
40,0.0030106183
41,0.16536662
42,0.060788114
43,0.15270762
44,0.03477204
45,0.0038833586
46,0.00429534
47,0.003925019
48,0.014963193
49,0.0021130776
50,0.024067178
51,0.0024549214
52,0.89905775
53,0.74906003
54,0.0073755523
55,0.04419452
56,0.0024015766
57,0.7541704
58,0.9363745
59,0.33424047
60,0.034768406
61,0.025474332
62,0.04419452
63,0.00563046
64,0.006438462
65,0.04419452
66,0.0035172845
67,0.110004365
68,0.9680429
69,0.0063114213
70,0.002917855
71,0.0066376156
72,0.04419452
73,0.0075360206
74,0.04419452
75,0.014794773
76,0.004791171
77,0.027640842
78,0.0023730078
79,0.9222268
80,0.040011663
81,0.04424472
82,0.087505296
83,0.022958025
84,0.003203831
85,0.0033588028
86,0.053760976
87,0.81380916
88,0.0023955123
89,0.0029818448
90,0.009883485
91,0.04419452
92,0.007593714
93,0.03258392
94,0.09595436
95,0.007976535
96,0.5339877
97,0.15630285
98,0.008578454
99,0.031843614
100,0.0022939611
101,0.8815149
102,0.002364011
103,0.0031580238
104,0.023423353
105,0.16750292
106,0.32396644
107,0.05901617
108,0.31132814
109,0.3817343
110,0.005159552
111,0.002586082
112,0.04419452
113,0.05450682
114,0.004958818
115,0.5928774
116,0.29204518
117,0.006929526
118,0.004007574
119,0.02827996
120,0.002824561
121,0.111024655
122,0.011413426
123,0.009642582
124,0.06790987
125,0.024151148
126,0.09424761
127,0.027878584
128,0.0028786452
129,0.005880352
130,0.003308332
131,0.005188145
132,0.020161897
133,0.015820106
134,0.047830887
135,0.04419452
136,0.14936015
137,0.9325346
138,0.027640842
139,0.011668546
140,0.01013727
141,0.6265152
142,0.04419452
143,0.1922653
144,0.0021105544
145,0.020871198
146,0.16303067
147,0.013022709
148,0.04726605
149,0.04419452
150,0.10650388
151,0.096447185
152,0.010184231
153,0.16281351
154,0.009310801
155,0.0029461782
156,0.04017876
157,0.002904885
158,0.60814804
159,0.0014176584
160,0.007777095
161,0.08777559
162,0.004312963
163,0.12753242
164,0.95721215
165,0.0028197032
166,0.04419452
167,0.014425354
168,0.04419452
169,0.17107877
170,0.0027715217
171,0.003237288
172,0.4062322
173,0.05818054
174,0.05339007
175,0.05405733
176,0.0026299623
177,0.005193444
178,0.10340754
179,0.0036552397
180,0.04005922
181,0.0039061364
182,0.0032590805
183,0.35501254
184,0.0031300264
185,0.009059338
186,0.04291425
187,0.046258725
188,0.38471577
189,0.22077966
190,0.03216216
191,0.0051596253
192,0.21745418
193,0.005766413
194,0.01068578
195,0.0039937934
196,0.052889924
197,0.37772754
198,0.013027772
199,0.33653226
200,0.33390933
201,0.04876038
202,0.035738062
203,0.22099738
204,0.031899583
205,0.8938243
206,0.005163759
207,0.0073228753
208,0.38575464
209,0.121953376
210,0.03478097
211,0.004669212
212,0.0042646145
213,0.10655969
214,0.9233024
215,0.91834444
216,0.4266836
217,0.25526732
218,0.0031822054
219,0.8802833
220,0.069342494
221,0.22741939
222,0.03869734
223,0.0023877262
224,0.0020142943
225,0.0031799919
226,0.04419452
227,0.061386976
228,0.0024356027
229,0.005522666
230,0.00456651
231,0.93490845
232,0.07580772
233,0.0033000421
234,0.049633924
235,0.9646763
236,0.111656204
237,0.028636789
238,0.051460892
239,0.089455694
240,0.0028940262
241,0.03152642
242,0.056718033
243,0.10619756
244,0.033168286
245,0.14129338
246,0.025628371
247,0.04419452
248,0.0072379014
249,0.0012445321
250,0.071587
251,0.32702532
252,0.012179277
253,0.0023861716
254,0.0038500235
255,0.5562961
256,0.04419452
257,0.006155191
258,0.015300176
259,0.00398234
260,0.003499018
261,0.0022672564
262,0.008146357
263,0.0054530436
264,0.0068185534
265,0.9515093
266,0.06319178
267,0.124002084
268,0.0021140429
269,0.018420395
270,0.04419452
271,0.027526217
272,0.00471828
273,0.0354346
274,0.04419452
275,0.0025942284
276,0.0037918754
277,0.04419452
278,0.0061347475
279,0.24752405
280,0.0017151224
281,0.06269314
282,0.01315881
283,0.008121235
284,0.027640842
285,0.003580044
286,0.0023470782
287,0.9704278
288,0.0035646188
289,0.04419452
290,0.34894493
291,0.23297392
292,0.0034389386
293,0.005995176
294,0.002222892
295,0.15850624
296,0.04419452
297,0.34972286
298,0.25965706
299,0.029857183
300,0.35345837
301,0.18861021
302,0.04419452
303,0.0055009825
